Country,Polity,SubKingdom,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD
Somalia,Warsanguli,,Erigavo,,main miltiary post,,10.616784,47.366792
Somalia,Warsanguli,,Las Khorey,,Capital,,11.160281,48.19598
Somalia,Warsanguli,,Mayd,,port,,11.00395,47.11035
