Country,Polity,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Cameroon,Dembo,Dembo,,later capital,Mohammadou 1983 Fombina 99,9.712440944,13.55163566,
Cameroon,Dembo,Timpil,,indigenous chief here,Mohammadou 1983 Fombina 92,9.85354578,13.3713483,
Cameroon,Dembo,Wakoum,just east of Balda,second main settlemnet of Fulani,Mohammadou 1983 Fombina 98,9.82812,13.43867,placed at Balda
