Country,Polity,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Ethiopia,Konta,Dalba,,chief here,Haberland 742,6.71666,36.7,
Ethiopia,Konta,Bahe,,district here,Haberland 742,6.88333,36.96666,
Ethiopia,Konta,Ammaya,,chief here,Haberland 742,7.104795819,36.66238125,
Ethiopia,Konta,Genzi,,,Haberland 742,7.116667,36.8,
Ethiopia,Konta,Cida,,chief here,Haberland,7.166667,36.783333,
