Country,Polity,SubKingdom,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Ethiopia,Dawro,,Genna,,Mountaintop where royal garrison was kept,Ahmed 65,6.75,37.18333,
Ethiopia,Dawro,,Gadow,near Koysha Mt,fixed capital,Ahmed 61,6.83333,37.25,
Ethiopia,Dawro,,Loma,,regional chief here,Ahmed 66,6.842209654,37.36992856,
Ethiopia,Dawro,,Ushaye,Uossi?,regional chief here,Ahmed 66,6.95,37.06667,
Ethiopia,Dawro,,Ela Bota,,district here,Haberland,6.983333,37.15,
Ethiopia,Dawro,,Bossa,,regional chief here,Ahmed 66,7.016667,37.233333,
Ethiopia,Dawro,,Kati Wombe,near Mareca,,Ahmed 61,7.033333,37.1,
Ethiopia,Dawro,,Gebra,near Tocha,,Ahmed 61,7.083333,37.033333,
