StateSystem,Polity_Full_Name,Polity,ConquerElite,Start_Century,End_Decade,Polity_Age,Councilors,Caste?,Slavery?,Succession Eligibility,Succession_Method,Kingmakers/Electors,Elite_Structure,Religious/Regulatory Societies/Age sets,Economy_Agriculture,Economy_Pastoralism,Economy_Trade,Trade_FoodStuffs_Livestock,Trade_Minerals,Trade_EnslavedPersons,Trade_Rtes,Elite_Ethnicity,Ideology,Stability,Judicial Autonomy,Islamic,Persistence,N_Sources
Benin,Benin,Benin,0,1100,1890,300yrsPlus,1,0,1,Father-Son,Descent,0,Regal,No,1,0,1,1,0,1,AtlanticSlave,Edo/Bini,Divine Kingship,Stable,Appeals,0,1,7
Borgu,Borgu,Borgu,0,1600,1890,200_250yrs,1,0,1,Within Eligible Clans/Royals,Elected,1,Federation,no,1,0,1,1,0,1,SaharaCaravans,Bariba,Divine Kingship,Stable,Local,0,1,5
Bouna,Bouna,Bouna,1,1600,1890,250_299yrs,1,0,0,Within Patrilineage,Rotation,0,Regal,No,1,0,1,0,1,1,AtlanticSlave,Dagomba,Commerce,Declining,Appeals,1,1,4
Boundou,Boundou,Boundou,1,1600,1900,150_200yrs,0,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,1,1,1,1,0,AtlanticSlave,Fulani,Islamic Theocracy,Declining,Local,1,0,10
Buganda,Buganda,Buganda,0,1400,1900,300yrsPlus,0,0,1,Father-Son,Descent,0,Despotic,No,1,1,0,0,1,1,IndianOcean,Ganda,Hereditary Monarchy,Rising,Appointee,0,1,11
Bunyoro,Bunyoro,Bunyoro,0,1500,1890,300yrsPlus,0,0,0,Within Eligible Clans/Royals,Descent,0,Despotic,No,1,1,1,1,1,0,Regional,Banyoro,Divine Kingship,Declining,Appeals,0,0,5
Burundi,Burundi,Burundi,1,1600,1890,200_250yrs,0,1,0,Father-Son,Descent,0,Regal,No,1,1,0,1,1,0,Regional,Tutsi,Divine Kingship,Declining,Appointee,0,0,4
Calabar,Calabar,Calabar,0,1600,1890,200_250yrs,1,0,1,Within Eligible Clans/Royals,Descent,0,Federation,Yes,1,0,1,1,0,1,AtlanticSlave,Efik,Divine Kingship,Declining,Local,0,0,4
Cayor,Cayor,Cayor,0,1500,1880,300yrsPlus,1,1,1,Within Eligible Clans/Royals,Elected,1,Regal,No,1,1,0,1,0,1,AtlanticSlave,Wolof,Hereditary Monarchy,Declining,Appeals,1,0,6
Chokossi,Chakossi,Chakossi,1,1600,1880,200_250yrs,1,1,0,Within Patrilineage,Rotation,1,Gatekeeper,No,1,0,1,0,0,1,SaharaCaravans,Anoufou,Divine Kingship,Stable,,0,1,1
Dagomba,Dagomba,Dagomba,0,1500,1880,300yrsPlus,1,1,1,Father-Son,Descent,0,Regal,No,1,0,1,0,0,1,AtlanticSlave,Dagomba,Hereditary Monarchy,Declining,Appeals,1,1,4
Dahomey,Dahomey,Dahomey,0,1600,1890,200_250yrs,1,0,1,Within Patrilineage,Elected,1,Despotic,Yes,1,0,1,1,0,1,AtlanticSlave,Fon,Divine Kingship,Stable,Appointee,0,1,6
Damaragam Sultante,Damagaram,Damagaram,0,1700,1890,100_150yrs,1,1,1,Within Patrilineage,Descent,0,Despotic,No,1,1,1,1,1,0,SaharaCaravans,Hausa,Commerce,Rising,Appeals,1,1,5
Dawro,Dawro,Dawro,0,1600,1880,300yrsPlus,1,1,0,Father-Son,Descent,0,Gatekeeper,No,1,0,1,1,1,0,SaharaCaravans,Dawro,Divine Kingship,Stable,Appeals,0,0,4
Djoloff,Djoloff,Djoloff,0,1200,1890,300yrsPlus,1,1,1,Within Patrilineage,Elected,1,Regal,No,1,1,0,1,0,0,Regional,Wolof,Hereditary Monarchy,Stable,Appeals,1,0,5
Dosso,Dosso,Dosso,0,1800,1890,50_99yrs,1,0,,Within Eligible Clans/Royals,Rotation,0,Gatekeeper,No,1,1,0,0,0,0,Regional,Zarma,Conquest,Rising,Local,1,1,4
Ethiopia,Early Ethiopia,Early Ethiopia,0,1200,1970,300yrsPlus,0,1,1,Within Eligible Clans/Royals,Descent,0,Despotic,No,1,0,1,1,0,1,IndianOcean,Amhara,Hereditary Monarchy,Rising,Appointee,0,0,13
Ethiopia,Menelik's Ethiopia,Menelik's Ethiopia,0,1200,1970,300yrsPlus,0,1,1,Within Eligible Clans/Royals,Descent,0,Despotic,No,1,0,1,1,0,1,IndianOcean,Amhara,Hereditary Monarchy,Rising,Appointee,0,0,13
Fouladou,Fouladou,Fouladou,1,1800,1900,0_49yrs,0,1,1,Father-Son,Descent,0,Gatekeeper,No,1,1,1,1,0,0,AtlanticSlave,Fulani,Conquest,Rapidly Rising,Local,1,0,9
Fouta Djallon,FoutaDjall,Fouta Djallon,0,1700,1890,150_200yrs,1,1,1,Within Patrilineage,Elected,1,Gatekeeper,No,1,1,1,1,0,1,Regional,Fulani,Islamic Theocracy,Stable,Local,1,0,4
Fouta Toro,Fouta Toro,Fouta Toro,0,1700,1890,100_150yrs,1,1,1,Within Eligible Clans/Royals,Elected,1,Federation,No,1,1,1,1,0,1,AtlanticSlave,Fulani,Islamic Theocracy,Declining,Local,1,0,6
Funj,Funj,Funj,0,1500,1820,300yrsPlus,1,0,1,Father-Son,Descent,0,Regal,No,1,0,1,0,1,1,SaharaCaravans,Nubian,Hereditary Monarchy,Declining,Appointee,1,0,6
Fur Sultanate,Fur,Fur,0,1600,1910,250_299yrs,1,0,1,Within Patrilineage,Descent,0,Despotic,No,1,1,1,1,0,1,SaharaCaravans,Fur,Islamic Theocracy,Declining,Appointee,1,0,8
Gajaaga,Gajaaga,Gajaaga,0,1300,1890,300yrsPlus,1,0,1,Within Patrilineage,Rotation,0,Federation,No,0,1,1,1,1,1,SaharaCaravans,Soninke,Commerce,Declining,Local,1,0,5
Gaza,Gaza,Gaza,1,1800,1890,50_99yrs,1,0,0,Father-Son,Descent,0,Regal,Yes,1,1,1,0,1,1,IndianOcean,Nguni,Conquest,Declining,Appeals,0,0,9
Gibe Valley,Gera,Gera,0,1800,1880,50_99yrs,0,1,1,Father-Son,Descent,0,Despotic,No,1,0,1,1,1,1,SaharaCaravans,Oromo,Hereditary Monarchy,Declining,Appointee,1,0,6
Gibe Valley,Gomma,Gomma,0,1800,1880,50_99yrs,0,1,1,Father-Son,Descent,0,Despotic,No,1,0,1,1,1,1,SaharaCaravans,Oromo,Hereditary Monarchy,Declining,Appointee,1,0,6
Gibe Valley,Gumma,Gumma,0,1800,1880,50_99yrs,0,1,1,Father-Son,Descent,0,Despotic,No,1,0,1,1,1,1,SaharaCaravans,Oromo,Hereditary Monarchy,Declining,Appointee,1,0,6
Gibe Valley,Janjero,Janjero,0,1400,1880,300yrsPlus,0,1,1,Father-Son,Descent,1,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Yam/Yamma,Divine Kingship,Declining,Appeals,1,0,6
Gibe Valley,Jimma,Jimma,0,1800,1880,50_99yrs,0,1,1,Father-Son,Descent,0,Despotic,No,1,0,1,1,1,1,SaharaCaravans,Oromo,Hereditary Monarchy,Stable,Appointee,1,0,6
Gibe Valley,Limmu Enarea,Limmu Enarea,0,1800,1880,50_99yrs,0,1,1,Father-Son,Descent,0,Despotic,No,1,0,1,1,1,1,SaharaCaravans,Oromo,Hereditary Monarchy,Declining,Appointee,1,0,6
Gobir,Gobir,Gobir,0,1700,1900,150_200yrs,1,1,1,Within Patrilineage,Elected,1,Regal,No,1,1,1,1,0,0,SaharaCaravans,Hausa,Islamic Theocracy,Declining,Appointee,1,1,4
Gonja,Gonja,Gonja,1,1600,1890,250_299yrs,0,0,1,Within Patrilineage,Rotation,1,Federation,No,1,0,1,0,1,1,AtlanticSlave,Gonja,Commerce,Declining,Local,1,1,6
Harar,Harar,Harar,0,1600,1880,200_250yrs,0,0,1,Father-Son,Descent,0,Despotic,No,1,0,1,1,1,1,IndianOcean,Harari,Commerce,Declining,Appointee,1,0,4
Hehe,Hehe,Hehe,0,1800,1890,0_49yrs,1,0,0,Father-Son,Descent,0,Gatekeeper,No,1,1,0,0,1,1,Regional,Hehe,Divine Kingship,Rising,Appeals,0,0,4
Idenie,Idenie,Idenie,1,1700,1890,100_150yrs,1,0,1,rotated within royal lineages,Descent,1,Federation,No,1,0,1,0,1,0,AtlanticSlave,Anyi,Divine Kingship,Stable,Appeals,0,1,4
Igala,Igala,Igala,0,1700,1900,200_250yrs,1,0,0,Within Eligible Clans/Royals,Rotation,0,Despotic,No,1,0,1,1,1,1,AtlanticSlave,Igala,Divine Kingship,Declining,Appeals,0,1,6
Kaabu,Kaabu,Kaabu,0,1300,1860,300yrsPlus,0,1,1,Within Matrilineage,Rotation,0,Gatekeeper,No,1,1,1,0,1,1,Regional,Mandingue,Hereditary Monarchy,Declining,Local,0,0,5
Kaarta,Kaarta,Kaarta,0,1700,1850,100_150yrs,0,1,1,Within Patrilineage,Descent,0,Regal,No,1,1,1,1,1,0,SaharaCaravans,Bambara,Hereditary Monarchy,Rising,Appeals,1,0,4
Kabadougou,Kabadougou,Kabadougou,1,1840,1890,0_49yrs,1,0,1,Within Patrilineage,Descent,0,Despotic,No,1,0,1,1,1,0,SaharaCaravans,Dyula,Conquest,Stable,Appointee,1,1,3
Kaffa,Kaffa,Kaffa,0,1300,1890,300yrsPlus,1,1,1,Father-Son,Descent,1,Gatekeeper,No,1,1,0,1,1,1,SaharaCaravans,Kafa,Divine Kingship,Declining,Appeals,0,0,4
Kanem-Borno,Borno,Borno,0,1500,1890,300yrsPlus,1,1,1,Within Patrilineage,Rotation,0,Despotic,No,1,1,1,0,1,1,SaharaCaravans,Kanuri,Islamic Theocracy,Declining,Appointee,1,1,11
Karagwe,Karagwe,Karagwe,0,1500,1900,300yrsPlus,1,1,0,Father-Son,Descent,0,Regal,No,1,1,0,0,0,1,IndianOcean,Bahima/Banyambo,Divine Kingship,Declining,Appeals,0,0,4
Kasanje,Kasanje,Kasanje,1,1600,1910,250_299yrs,0,0,0,Within Eligible Clans/Royals,Descent,0,Gatekeeper,No,1,0,1,0,1,1,AtlanticSlave,Mbangala,Commerce,Declining,Appeals,0,0,6
Kenedougou,Kenedougou,Kenedougou,0,1800,1890,50_99yrs,1,1,1,Within Patrilineage,Descent,0,Regal,No,1,0,0,1,0,1,Regional,Senoufu,Hereditary Monarchy,Rising,Local,1,0,5
Khasso,Khasso,Khasso,0,1600,1850,150_200yrs,1,1,1,Father-Son,Descent,0,Federation,No,1,1,1,1,1,1,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Appeals,0,0,2
Kilindi,Kilindi,Kilindi,0,1700,1890,100_150yrs,1,0,0,Father-Son,Descent,0,Regal,No,1,0,0,0,1,0,Regional,Shambaa,Divine Kingship,Rapidly Declining,Local,0,0,3
Kom,Kom,Kom,0,1700,1900,150_200yrs,1,0,1,Within Matrilineage,Descent,1,Gatekeeper,Yes,1,0,1,1,0,1,AtlanticSlave,Kom,Divine Kingship,Rising,Appeals,0,1,5
Kong,Kong,Kong,1,1700,1890,150_200yrs,1,0,1,Father-Son,Descent,0,Regal,No,1,0,1,1,1,0,Regional,Dyula,Commerce,Declining,Local,1,0,3
Konta,Konta,Konta,0,1800,1890,50_99yrs,1,0,0,Within Patrilineage,Descent,0,Gatekeeper,No,1,1,1,1,1,0,SaharaCaravans,Wolaita,Divine Kingship,Stable,,0,0,1
Kotoko,Kotoko,Kotoko,0,1400,1890,300yrsPlus,1,0,0,Within Patrilineage,Descent,0,Federation,No,1,1,0,1,0,0,Regional,Lagwan-Kotoko,Hereditary Monarchy,Declining,Local,1,1,3
Kotokoli,Kotokoli,Kotokoli,0,1700,1880,150_200yrs,1,1,0,Within Eligible Clans/Royals,Rotation,0,Federation,No,1,0,1,1,0,0,SaharaCaravans,Kotokoli (Tem),Divine Kingship,Stable,Appeals,0,1,3
Kuba,Kuba,Kuba,1,1600,1890,250_299yrs,1,0,1,Within Patrilineage,Descent,0,Despotic,No,1,0,1,0,1,0,Regional,Kuba,Divine Kingship,Stable,Appeals,0,1,1
Leqa Naqamte,Leqa Naqamte,Leqa Naqamte,0,1800,1880,0_49yrs,0,0,1,Father-Son,Descent,0,Regal,No,1,0,1,0,1,1,SaharaCaravans,Oromo,Conquest,Rising,Appeals,0,0,4
Leqa Qellem,Leqa Qellem,Leqa Qellem,0,1800,1880,0_49yrs,0,0,1,n/a,n/a,,Regal,No,1,0,1,0,1,1,SaharaCaravans,Oromo,Conquest,Rising,Appeals,0,0,4
Lesotho,Lesotho,Lesotho,0,1800,1800,50_99yrs,1,0,0,Father-Son,Descent,0,Regal,Yes,1,1,1,1,1,0,Regional,Sotho,Hereditary Monarchy,Stable,Appeals,0,1,4
Liptako,Liptako,Liptako,1,1800,1900,50_99yrs,1,1,1,Within Patrilineage,Elected,0,Gatekeeper,No,1,1,1,1,0,1,SaharaCaravans,Fulani,Islamic Theocracy,Stable,Appointee,1,1,4
Loango,Loango,Loango,0,1300,1880,300yrsPlus,0,0,0,Within Matrilineage,Elected,1,Despotic,No,1,0,1,1,0,1,AtlanticSlave,Bakongo,Divine Kingship,Rapidly Declining,Appeals,0,0,2
Lozi,Lozi,Lozi,0,1600,1900,250_299yrs,1,0,0,Within Patrilineage,Descent,1,Despotic,No,1,1,0,0,1,1,Regional,Lozi,Divine Kingship,Stable,Appeals,0,1,10
Luba,Luba,Luba,0,1500,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,Yes,1,0,1,1,1,0,Regional,Luba,Divine Kingship,Rapidly Declining,Appeals,0,0,3
Lunda,Lunda,Lunda,0,1600,1880,200_250yrs,1,0,1,Father-Son,Descent,0,Gatekeeper,No,1,0,1,0,1,1,IndianOcean,Lunda,Divine Kingship,Rapidly Declining,Appeals,0,0,10
Macina,Macina,Macina,0,1800,1860,50_99yrs,1,1,1,Father-Son,Descent,0,Regal,No,1,1,1,0,1,1,Regional,Fulani,Islamic Theocracy,Rapidly Declining,Appointee,1,0,4
Mandara,Mandara,Mandara,0,1400,1900,300yrsPlus,1,0,1,Father-Son,Descent,1,Regal,No,1,0,1,0,1,1,AtlanticSlave,Mandara,Islamic Theocracy,Declining,Appeals,1,1,4
Mandinka,Badibu,Badibu,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Djimara,Djimara,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Eropina,Eropina,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Jarra,Jarra,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Jokadu,Jokadu,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Kantora,Kantora,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Kiang,Kiang,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Kombo,Kombo,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Niamina,Niamina,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Niani,Niani,0,1600,1890,150_200yrs,1,1,1,Within Patrilineage,Descent,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Niumi,Niumi,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Rip Pakala,Rip Pakala,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Descent,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Tomani,Tomani,0,1600,1890,150_200yrs,1,1,1,Within Eligible Clans/Royals,Rotation,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Mandinka,Wuli,Wuli,0,1600,1890,150_200yrs,1,1,1,Within Patrilineage,Descent,0,Regal,No,1,0,1,1,1,0,AtlanticSlave,Mandingue,Hereditary Monarchy,Declining,Local,1,0,7
Manica,Manica,Manica,0,1500,1890,300yrsPlus,1,0,0,Father-Son,Descent,1,Regal,No,1,0,1,1,1,0,AtlanticSlave,Shona,Divine Kingship,Declining,Local,0,0,4
Mankon,Mankon,Mankon,0,1800,1890,50_99yrs,1,0,1,Father-Son,Descent,0,Federation,Yes,1,0,1,0,0,1,AtlanticSlave,Mankon,Divine Kingship,Rising,Local,0,1,4
Maradi,Maradi,Maradi,0,1800,1890,50_99yrs,1,0,1,Within Eligible Clans/Royals,Elected,0,Regal,No,1,1,0,1,0,0,SaharaCaravans,Hausa,Islamic Theocracy,Stable,,1,1,1
Maravi,Kalonga,Kalonga,0,1500,1890,200_250yrs,1,0,0,Within Matrilineage,Descent,1,Gatekeeper,No,1,0,1,0,1,1,IndianOcean,Chewa,Divine Kingship,Declining,Appeals,0,0,4
Maravi,Lundu,Lundu,0,1500,1890,200_250yrs,1,0,0,Within Matrilineage,Descent,1,Gatekeeper,No,1,0,1,0,1,1,IndianOcean,Chewa,Divine Kingship,Declining,Appeals,0,0,4
Maravi,Undi,Undi,0,1500,1890,200_250yrs,1,0,0,Within Matrilineage,Descent,1,Gatekeeper,No,1,0,1,0,1,1,IndianOcean,Chewa,Divine Kingship,Declining,Appeals,0,0,4
Merina,Merina,Merina,0,1500,1890,300yrsPlus,1,1,1,Within Patrilineage,Descent,0,Regal,No,1,0,1,1,1,1,IndianOcean,Merina,Divine Kingship,Rising,Local,0,0,11
Moronou,Moronou,Moronou,0,1700,1900,150_200yrs,1,0,0,Within Matrilineage,Descent,0,Federation,No,1,0,0,0,1,0,AtlanticSlave,Anyi,Divine Kingship,Declining,Local,0,1,5
Mossi States,Boulsa,Boulsa,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Boussouma,Boussouma,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Busu,Busu,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Darigma,Darigma,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Gourma,Gourma,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Kayao,Kayao,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Konkistenga,Konkistenga,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Kupela,Kupela,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Mane,Mane,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Mossi States,Mossi States,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Nyesga,Nyesga,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Ouaga,Ouaga,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Ratenga,Ratenga,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Riziam,Riziam,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Tema,Tema,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Tenkodogo,Tenkodogo,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Yako,Yako,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Yatenga,Yatenga,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Mossi States,Zitenga,Zitenga,0,1400,1890,300yrsPlus,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,0,1,1,1,1,SaharaCaravans,Mossi,Divine Kingship,Stable,Appeals,0,1,8
Moundang,Moundang,Moundang,0,1700,1890,100_150yrs,1,0,1,Father-Son,Descent,0,Regal,No,1,1,1,0,0,1,Regional,Moundang,Divine Kingship,Stable,Appeals,0,1,3
Nafana,Nafana,Nafana,1,1700,1840,50_99yrs,1,1,1,Within Patrilineage,Descent,0,Regal,No,1,0,1,1,0,0,SaharaCaravans,Dyula,Hereditary Monarchy,Declining,,0,0,2
Ndebele,Ndebele,Ndebele,1,1800,1890,50_99yrs,1,1,1,Within Eligible Clans/Royals,Descent,0,Gatekeeper,Yes,1,1,0,0,1,0,Regional,Ndebele,Conquest,Stable,Appeals,0,0,9
Ngonde,Ngonde,Ngonde,0,1500,1890,300yrsPlus,1,0,0,Within Eligible Clans/Royals,Descent,1,Gatekeeper,No,1,0,1,0,1,0,IndianOcean,Nyakusa (Ngonde),Divine Kingship,Declining,Local,0,0,3
Ngoyo,Ngoyo,Ngoyo,0,1700,1830,100_150yrs,1,0,0,Within Eligible Clans/Royals,Descent,1,Despotic,Yes,1,0,1,0,0,1,AtlanticSlave,Bakongo,Divine Kingship,Rapidly Declining,Appeals,0,0,6
Nkomi,Nkomi,Nkomi,0,1700,1890,100_150yrs,1,0,1,Within Matrilineage,Elected,1,Gatekeeper,No,1,0,1,0,0,1,AtlanticSlave,Nkomi,Divine Kingship,Declining,Appointee,0,0,3
Nkore,Nkore,Nkore,0,1400,1900,300yrsPlus,1,0,0,Father-Son,Descent,0,Despotic,No,1,1,0,1,0,0,Regional,Bayankore,Divine Kingship,Rising,Appeals,0,0,6
Nso,Nso,Nso,0,1300,1900,300yrsPlus,1,0,0,Within Patrilineage,Descent,1,Federation,Yes,1,0,0,1,0,1,AtlanticSlave,Nso,Divine Kingship,Rising,Appeals,0,1,7
Nyamwezi,Mirambo,Mirambo,1,1800,1890,0_49yrs,1,0,0,Within Patrilineage,Descent,0,Gatekeeper,No,1,1,1,0,1,1,IndianOcean,Nyamwezi,Conquest,Stable,Local,0,0,8
Nyamwezi,Nyungu ya Mawe,Nyungu,1,1800,1890,0_49yrs,1,0,0,Within Patrilineage,Descent,0,Gatekeeper,No,1,1,1,0,1,1,IndianOcean,Nyamwezi,Conquest,Stable,Local,0,0,8
Orungu,Orungu,Orungu,0,1700,1880,150_200yrs,0,0,1,Within Patrilineage,Descent,1,Despotic,No,0,0,1,0,1,1,AtlanticSlave,Orungu,Divine Kingship,Declining,Appeals,0,1,3
Ouaddai,Ouaddai,Ouaddai,0,1600,1900,250_299yrs,1,1,1,Father-Son,Descent,1,Regal,No,0,1,1,0,1,1,SaharaCaravans,Maba,Islamic Theocracy,Rising,Appointee,1,1,7
Oualo,Oualo,Oualo,0,1600,1850,200_250yrs,1,1,1,Within Patrilineage,Descent,1,Regal,No,1,0,1,1,0,1,AtlanticSlave,Wolof,Divine Kingship,Declining,Appeals,1,0,4
Ovambo,Ovambo,Ovambo,0,1800,1910,100_150yrs,1,0,0,Within Patrilineage,Descent,0,Regal,No,1,1,1,1,1,1,Regional,Ovambo,Divine Kingship,Declining,Local,0,1,4
Ovimbundu,Ovimbundu,Ovimbundu,0,1700,1890,150_200yrs,1,0,,Within Eligible Clans/Royals,Descent,1,Regal,No,1,0,1,1,1,1,AtlanticSlave,Ovimbundu,Divine Kingship,Declining,Appointee,0,1,12
Porto-Novo,Porto Novo,Porto Novo,0,1600,1900,200_250yrs,1,0,1,Within Eligible Clans/Royals,Rotation,1,Gatekeeper,Yes,1,0,1,0,0,1,AtlanticSlave,Gun,Divine Kingship,Declining,Appeals,0,1,4
Quiteve,Quiteve,Quiteve,0,1500,1830,250_299yrs,1,0,1,Within Patrilineage,Descent,0,Gatekeeper,No,1,1,1,0,1,0,AtlanticSlave,Teve,Divine Kingship,Declining,Appeals,0,0,7
Rozvi,Rozvi,Rozvi,0,1600,1830,150_200yrs,1,0,0,Within Patrilineage,Descent,0,Gatekeeper,Yes,1,1,1,0,1,0,AtlanticSlave,Shona,Hereditary Monarchy,Declining,Appeals,0,0,6
Rwanda,Rwanda,Rwanda,1,1500,1890,300yrsPlus,1,1,0,Within Matrilineage,Descent,0,Despotic,No,1,1,0,0,0,0,Regional,Tutsi,Divine Kingship,Stable,Appeals,0,0,9
Sakalava,Bemihisatra,Bemihisatra,1,1400,1830,300yrsPlus,1,1,1,rotated within royal lineages,Descent,1,Gatekeeper,0,1,1,1,1,0,1,IndianOcean,Sakalava,Divine Kingship,Declining,Appeals,0,0,10
