Country,Polity,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD
Nigeria,Hadejia,Auyo,,small principality,Hogben and Kirk-Greene 484,12.333377,9.938905
Nigeria,Hadejia,Garun Gabas,,small principality,Hogben and Kirk-Greene 484,12.61257,10.061123
Nigeria,Hadejia,Fagi,,small principality,Hogben and Kirk-Greene 484,12.75667,10.20115
Nigeria,Hadejia,Dawa,,small principality,Hogben and Kirk-Greene 484,12.6504,10.3752
Nigeria,Hadejia,Hadejia,,Capital,Smaldone p. 55,12.453467,10.04115
