Country,Polity,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Niger,Maradi,Maradi,,Capital,Smith 1967,13.5,7.101744,
Niger,Maradi,Tassawa,Tessoaua,Resident chief here; semi-independent,"Smith 1967, 101",13.75737,7.9874,
Niger,Maradi,Agai,,Barazaki here,"Smith 1967, 101",13.50601,7.77863,
Niger,Maradi,Gezawa,,One of military commanders residences,Smith 106,13.52578,7.91398,
Niger,Maradi,Madarumfa,,One of military commanders residences,Smith 106,13.30867,7.15602,
