Country,Polity,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD
Gambia,Tomani,Kamyamakunda,Kamunakore?,,Bellin Map 1764,13.266667,-14.383333
Gambia,Tomani,Sutema,Sotuma?,,Bellin Map 1764,13.3,-14.316667
Gambia,Tomani,Bassey,Basse?,,Bellin Map 1764,13.316667,-14.216667
Gambia,Tomani,Burdah,Badari,Royal Village,Bellin Map 1764,13.333333,-14.1
Gambia,Tomani,Kolar,Kulari,,Bellin Map 1764,13.4,-14.083333
Gambia,Tomani,Soumakounda,,,"Niane, 1989, 4",13.25,-14.383333
Gambia,Tomani,Fatako,,,"Bellin Map, 1764",13.35,-14.4
