Country,Polity,SubKingdom,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Angola,Ngoyo,,Mbanza Ngoyo,,Capital,Martin 1987,-5.690147,12.256602,Approximate based on Martin Map
Angola,Ngoyo,,Simulambuco,,Mambouk here; Npuna family base,"Martin 1987, 79",-5.558455,12.226384,Martin places further south than current town - adjusted accordingly
Angola,Ngoyo,,Taffe,,Mambouk here; stronghold of Nkata Kolombos family,"Martin 1987, 79",-5.553764,12.184021,Approximate based on Martin Map
Angola,Ngoyo,,Buco Sinta,,Mambouk here,"Martin 1987, 79",-5.562527,12.181782,Approximate based on Martin Map
Angola,Ngoyo,,Chioua/Porto Rico,,"Major fish market here, Powerful Nsambo family based here","Martin 1987, 67",-5.560914,12.196292,Renamed Porto Rico Later; Approximate based on Martin Map
Angola,Ngoyo,,Nto,,Important shrine; part of royal investitures take place here,Volvaka 71,-5.68333,12.25,
Angola,Ngoyo,,Tumba,,Ceremonial stop here during investiture,Volvaka Appendix V,-5.71667,12.33333,
DRC,Ngoyo,,Bunsi ,near Moanda,Important shrine here,Volvaka 89,-5.899542,12.356761,
DRC,Ngoyo,,Tende,,Important shrine; King ceremonally stops here during investiture to worship with Kwiti Kwiti fetish,Volvaka 89,-5.80098,12.27548,
