Country,Polity,SubKingdom,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Ethiopia,Menelik's Ethiopia_Gurange,Gurange,Allaba,,Ketema,Braukamper 289,7.31667,38.08333,
Ethiopia,Menelik's Ethiopia_Gurange,Gurange,Bulbula,,Ketema,Braukamper 270,7.71667,38.65,
Ethiopia,Menelik's Ethiopia_Gurange,Gurange,Hangacha/Angacha,,Ketema,Braukamper 289,7.2,37.78333,
Ethiopia,Menelik's Ethiopia_Gurange,Gurange,Limo,,Ketema,Braukamper 282,7.66667,38,
Ethiopia,Menelik's Ethiopia_Gurange,Gurange,Waliso (Gihon),,Ketema,Braukamper 2013 294,8.53417,37.96515,
Ethiopia,Menelik's Ethiopia_Gurange,Gurange,Hossayna,,garrison,Braukamper 289,7.54978,37.85374,
Ethiopia,Menelik's Ethiopia_Gurange,Gurange,Limo,,military commander here,Braukamper 282,7.66667,38,approximate
