Country,Polity,SubKingdom,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Madagascar,Merina_Nord2,Effective control,Anorontsangana,,Poste here,Deschamps 194,-13.915352,47.921869,
Madagascar,Merina_Nord2,Effective control,Befandriana,,Poste here,Deschamps 193,-15.254202,48.5425,
Madagascar,Merina_Nord2,Effective control,Bealanana,,Poste here,Deschamps 193,-14.545099,48.737201,
Madagascar,Merina_Nord2,Effective control,Mandritsara,,Radama est. psot here 1824,Dechamps 158,-15.843407,48.825769,
Madagascar,Merina_Nord2,Quasi-direct control,Maroantsetra,,Garrison,Campbell 164,-15.43355,49.742796,
