Country,Polity,Province,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD
Cameroon,Nso,,Kevifom,Banso/Nkum,First Capital,,6.166667,10.666667
Cameroon,Nso,,Kumbo,,Capital,"Chem-Langhee and Fanso 2011, Map p. i",6.2,10.666667
Cameroon,Nso,,Djottin-Nso,,,Nkwi & Warnier p. 135,6.25,10.533333
Cameroon,Nso,,Lassin,,Subchiefdom here,Nkwi & Warnier p. 135,6.433333,10.583333
