Country,Polity,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Cameroon,Be,Be,,capital,,9.30941,13.66782,
Cameroon,Be,Mbadjouma,,early Fulani center,Mohammadou 1983 Fombina 131,9.461297,13.65531,
