Country,Polity,SubKingdom,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD
Tanzania,Ugweno,,Usangi,,"Ruler of Wambaga based here, establishes large slave trading center; area splits off but remains culturally connected",Kimambo 1968 28,-3.7,37.666667
Tanzania,Ugweno,,Ngalanga,,Center of government; traditionally first settlement and sacred grove here; homestead of Washana clan,Kimambo 1967 64,-3.617647,37.659866
Tanzania,Ugweno,,Mbale,,Center of northern district,,-3.633333,37.666667
Tanzania,Ugweno,,Sofe,Lembeni,District head; loyal until mid-19th century,Kimambo 1967 81,-3.783333,37.616667
Tanzania,Ugweno,,Kamwala,,Traditional cult-place/market-place,,-3.689377,37.635709
Tanzania,Ugweno,,Mruma,Approximate location from map,Fortified village built here ine arly 1800s?,Kimambo 1967 188,-3.627154,37.677114
Tanzania,Ugweno,,Mwanga,,Iron smelting site,,-3.665396,37.5846
Tanzania,Ugweno,,Msangeni,Approximate location,Original settlement of Wasuya; district head here,Kimambo 1967 73,-3.605888,37.622092
Tanzania,Ugweno,,Kisangara,,District head here,Kimambo 1967 74,-3.740497,37.596249
