Country,Polity,SubKingdom,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Ethiopia,Limmu Enarea,,Gena,Jema?,Massera here in mid-1800s,Hassen 406,8.33333,37.06666,
Ethiopia,Limmu Enarea,,Kocaw,Cocauo,Massera here in mid-1800s,Hassen 406,8.0333,36.68333,
Ethiopia,Limmu Enarea,,Sappa,,Merchant town; first capital,Hassen 397,8.026946,36.748,approximate location based on Hassen's map
Ethiopia,Limmu Enarea,,Saqqa,,Capital after 1825,Hassen 402,8.200458,36.938587,
Ethiopia,Limmu Enarea,,Daga,,Abba Dula massera here,Hassen 437,8.03333,36.71666,
