Country,Polity,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Cameroon,Tchebowa,Tchebowa,,early Fulani installation,Mohammadou 1978 109,9.029112601,13.18626481,
Cameroon,Tchebowa,Tsorki,,,Mohammadou 1978 109,8.742391571,13.18967658,
