Country,Polity,SubKingdom,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Ethiopia,Leqa Naqamte,,Dimtu,Barri?,,,9.02307999,36.17557037,
Ethiopia,Leqa Naqamte,,Gimbi,,Major city conquered in 1880s,Truilzi 237,9.172526,35.835183,
Ethiopia,Leqa Naqamte,,Guliso,,Leader recognizes allegiance to Moroda here,Ta'a 150,9.162195,35.472058,
Ethiopia,Leqa Naqamte,,Haru,at Guie,Moroda appoints brother here to rule over newly captured territory,Ta'a 125,8.999726,35.824226,
Ethiopia,Leqa Naqamte,,Jarso,,region captured in late 1800s just before annexation,Truilzi 239,9.46666,35.26666,
Ethiopia,Leqa Naqamte,,Najjo,Nedjo,Major market conquered in 1880s; northern capital,Truilzi 230s,9.506878,35.501379,
Ethiopia,Leqa Naqamte,,Naqamte,,Capital,,9.088216,36.557447,
Ethiopia,Leqa Naqamte,,Digga,,Morado's envoy here,Ta'a 133,9.03333,36.45,
