Country,Kingdom,SubKingdom,Marker,Contemporary Village,Village Role,Source,YCOORD,XCOORD,Notes
Ethiopia,Wolayta,,Boditti,,one of few large villages,Chiatti 22,6.952497707,37.85927297,
Ethiopia,Wolayta,,Dalbo,,capital in late 1800s,Yimam 554,6.9,37.866667,
Ethiopia,Wolayta,,Damota,,capital at turn of century,Yimam 559,6.907622,37.780548,approximate location on Damot peak
Ethiopia,Wolayta,,Embechio,Hadecho ,market here?,Chiatti,7.2,37.666,
Ethiopia,Wolayta,,Gibsa,near Gulgula,iron mines here,Chiati 265,6.812942574,37.80115856,
Ethiopia,Wolayta,,Gununo,,market here?,Chiatti,6.92291247,37.65268125,
Ethiopia,Wolayta,,Laso,Lesho?,king buried here,Abbink 1093,7.187248052,37.7126898,
Ethiopia,Wolayta,,Ofa,,governor here,Chiatti,6.750027574,37.49942855,
Ethiopia,Wolayta,,Wofano,Wolamo - appox location,court here in early 1800s,Chiati 358,6.8333,37.6666,
